applications,seats,placements_pct,ad_budget,courses,annual_fees,last_year_admissions,admissions
3000,2182,94.8,500059,9,117180,1509,1807
1508,1022,68.3,789207,6,86306,808,835
2148,1352,84.0,149300,12,167726,1284,1095
3000,2193,77.7,285727,8,122831,1530,2006
2515,1515,78.0,706011,11,214307,1415,1219
3000,2087,71.5,132036,11,76409,1873,1721
3000,2141,86.2,710638,5,222442,2016,1762
2118,1907,83.2,457486,6,242082,1342,1512
3000,2141,84.7,373952,8,200324,1529,1586
1462,910,79.4,302970,7,203388,596,807
2297,1050,75.4,293924,11,238373,911,868
1928,1182,77.5,300178,10,111587,997,988
1762,806,81.5,717058,10,249049,567,644
2428,1258,62.0,601133,11,210359,1116,1006
2619,1907,85.0,562201,7,202150,1411,1613
1704,1007,97.4,655099,9,138191,695,873
3000,1699,81.8,265123,10,170511,1320,1413
3000,2137,75.8,524991,8,189436,1447,1959
1000,821,76.7,411248,11,183560,598,682
2269,1209,83.7,643358,11,198372,921,1022
2507,1694,75.9,302664,11,89417,1534,1299
1455,1314,84.9,543089,7,137238,1167,1018
3000,1950,76.6,715193,9,150950,1527,1607
2184,1608,91.7,369548,6,120610,1395,1266
3000,1673,91.5,127968,11,105210,1373,1368
1196,813,75.4,451557,6,99312,612,669
3000,1770,77.4,329100,8,139117,1536,1454
1956,1777,77.8,564002,8,161352,1519,1449
2608,1813,77.9,764744,12,86021,1515,1582
2505,1835,70.4,429638,8,240630,1533,1683
1202,886,69.3,415657,10,208918,757,672
2007,1708,88.0,551301,8,202899,1307,1407
2774,2124,86.7,154518,12,105251,1934,1499
3000,2066,86.6,262524,11,180665,1443,1633
1308,921,77.4,741665,7,167702,843,730
3000,1970,93.1,562359,7,246932,1483,1588
2346,1549,77.8,89680,9,205843,1065,1098
3000,2179,84.9,227330,7,175758,1809,1559
3000,1484,66.9,571643,12,223892,1132,1258
1820,1108,76.2,630367,10,102141,991,973
2186,1494,76.8,684699,12,77663,1164,1215
1323,1087,77.5,290367,6,195791,925,727
2377,1106,67.4,750341,12,92205,821,963
1998,1713,83.6,478122,9,95201,1221,1434
2085,1461,86.2,581508,7,205319,1120,1263
1925,1348,72.0,509652,8,122344,1122,1016
3000,2175,68.8,168373,7,185010,1842,1569
1423,1111,71.8,773443,5,235546,915,849
3000,1672,82.0,168470,9,130383,1582,1266
2324,1882,73.2,263515,11,113000,1613,1397
3000,1723,76.9,665812,11,93649,1601,1430
1921,1554,69.4,525390,10,97831,1065,1231
1000,834,93.8,683467,7,85889,557,711
2613,1244,78.6,451330,7,90337,925,972
1168,892,87.2,351435,10,150601,616,718
3000,2030,81.9,743729,12,131151,1640,1669
1957,1152,77.7,106102,6,198648,928,779
2018,1702,77.3,696414,8,227292,1400,1455
3000,2155,72.2,246189,12,212335,1883,1626
2278,1661,74.4,691090,8,167862,1564,1234
1960,958,69.9,180222,6,92927,875,767
2258,1756,69.1,497758,6,199209,1204,1358
1678,823,94.7,719438,5,138495,619,737
1341,1203,80.2,420949,12,89989,874,1002
2667,1604,89.7,617528,10,222432,1128,1294
2559,1315,71.6,659364,9,134188,1070,1173
3000,1531,68.0,610276,8,113194,1249,1131
3000,2187,70.2,746237,6,227504,1571,1753
2664,1331,74.6,401721,6,232873,1149,1043
3000,1755,78.3,204650,10,134320,1527,1326
1255,951,76.8,114424,11,137090,624,792
2466,1746,71.8,257451,9,176435,1342,1383
1995,1407,78.7,183102,6,203352,1290,978
1846,1219,79.4,481723,11,86051,983,933
3000,2073,83.6,213161,5,178835,1564,1827
3000,1940,89.8,108032,9,241744,1409,1486
2124,1665,75.1,105913,11,120866,1204,1210
2562,1377,87.7,678730,5,234045,936,1253
1456,1134,78.5,505844,7,241279,1015,812
2495,1731,65.8,337821,8,122102,1170,1461
1809,1094,92.3,723844,6,206985,807,899
3000,1554,96.2,130542,11,116786,1031,1321
3000,2194,83.0,785832,9,204082,1940,1830
1783,985,78.7,523730,5,214548,652,728
2630,2069,75.8,212094,8,118261,1536,1608
2444,1436,74.3,568930,12,200277,1180,1277
2501,2091,87.7,629635,8,217118,1616,1501
3000,2060,77.9,389127,12,137751,1513,1563
2066,1329,91.4,700375,12,104348,974,1251
1000,820,78.3,188527,6,91094,729,638
2396,1710,74.7,280763,11,175692,1611,1394
3000,1666,73.2,147315,12,246167,1257,1396
3000,1593,72.1,231832,8,219016,1054,1290
1337,899,82.1,251885,6,151272,594,709
1780,1551,67.6,740696,11,168909,1361,1374
1656,1277,71.5,136239,12,123917,1042,958
3000,2121,88.6,387739,11,103537,1877,1752
3000,1739,70.4,463327,7,159364,1494,1468
1663,1325,84.9,727059,6,156113,1222,1059
2198,1133,61.5,798341,10,166338,1038,1046
1000,801,89.6,622439,12,241741,710,697
2559,1174,67.8,778970,5,180682,930,919
1660,1092,71.0,646713,10,181010,811,898
3000,1636,83.4,773506,11,97404,1312,1329
2664,1804,80.2,589235,11,249386,1444,1526
2421,1352,85.2,137430,8,210248,1126,1044
1465,1117,67.8,369383,8,228511,788,820
1488,1180,75.7,545550,8,147503,999,850
1733,813,73.1,332517,11,162872,640,632
2749,1303,69.1,276836,6,166365,1089,1009
2139,1030,82.8,495727,9,108967,744,850
3000,1907,85.5,752121,6,195661,1488,1490
1848,929,75.3,105187,5,233021,662,713
1925,1637,90.2,633846,6,103649,1494,1279
2890,1968,71.7,600364,8,90106,1567,1699
2442,1690,90.0,774046,7,204188,1213,1546
1488,827,82.5,750112,5,122810,548,693
1290,865,68.2,628807,10,184176,738,782
2509,1986,93.9,454694,7,196758,1419,1617
3000,2052,74.4,227073,5,131334,1943,1430
2116,1060,87.6,472570,5,217650,859,944
1914,1259,79.2,631053,11,171248,927,1168
1370,1100,81.0,724882,8,227075,932,978
2262,1718,85.2,648593,11,208576,1259,1396
2894,2126,84.8,220592,12,227001,1905,1575
1553,1086,75.3,511774,10,78528,806,870
3000,1833,82.3,319165,6,117614,1735,1685
2517,1429,81.7,86628,11,90751,1188,1046
1994,1069,79.7,224159,12,152365,966,913
2085,1391,76.4,161519,10,230743,935,1077
3000,1643,79.7,686758,8,156820,1240,1478
2200,1661,93.7,266125,8,223700,1447,1230
3000,2184,75.6,284983,12,132256,1849,1714
3000,2080,87.7,771154,11,134425,1473,1725
1210,932,73.0,352942,8,231723,705,690
2563,2099,70.9,86902,7,149518,1530,1629
3000,1771,98.0,284369,10,213209,1477,1377
1938,1312,82.3,165896,10,116413,988,1052
2060,1112,82.5,154022,5,241040,826,869
1551,1375,82.8,135791,9,175551,979,991
3000,1685,89.3,507147,6,207882,1302,1344
3000,2107,81.3,216330,12,90665,1493,1718
2258,1944,84.5,340095,8,161216,1825,1540
3000,1930,69.5,700653,10,232682,1344,1621
2028,1486,85.9,385523,10,228482,1373,1196
3000,2027,76.1,739298,5,83192,1578,1651
1146,964,83.4,438515,12,128147,736,791
1393,1104,64.3,367162,6,152581,794,920
1364,955,83.0,620280,9,105146,803,827
2625,2190,60.1,132686,9,202750,1874,1598
2983,1419,75.8,144424,8,107290,1121,1037
2295,2074,64.4,549421,9,135662,1383,1598
2866,1756,83.1,430597,9,191074,1625,1365
1400,1133,78.6,649099,11,159366,1070,904
2543,1768,71.8,739715,6,204250,1378,1294
2775,1310,89.5,359624,12,243211,1093,1112
2704,2116,70.8,509415,6,95396,1661,1890
3000,1843,55.0,440502,11,199174,1376,1475
1434,1081,82.1,786760,8,115310,728,960
3000,1596,63.9,678381,10,147533,1256,1414
3000,1824,71.1,736451,5,80751,1633,1482
1903,918,73.9,263125,8,98784,601,722
3000,1858,66.6,636219,7,130961,1532,1385
1683,997,74.1,271141,9,134848,911,799
1688,1284,66.8,230295,11,232427,918,993
2414,1882,79.3,759872,5,204817,1327,1481
3000,1636,68.2,93899,10,245132,1442,1353
2898,1984,78.2,775080,10,179838,1441,1623
2729,1808,87.3,187469,6,117300,1279,1672
2884,1490,84.3,669995,7,132340,1137,1307
2988,2029,77.3,278664,12,130971,1558,1626
3000,1835,70.1,332506,10,132137,1674,1638
2464,1289,79.3,236066,7,192769,1077,877
1889,1075,72.4,501570,9,167891,830,866
3000,1492,79.6,330629,6,142449,1209,1170
1202,1041,64.3,553323,5,101091,975,799
2819,2039,84.5,91266,6,78874,1395,1576
3000,2074,78.3,126350,9,113296,1477,1578
1248,925,95.7,151756,11,93807,868,810
1949,1016,88.4,381675,10,212453,952,875
3000,2129,82.5,666653,7,94687,1497,1830
3000,2008,77.0,719488,11,201740,1393,1760
2749,1862,72.2,256264,9,142490,1446,1331
3000,2046,85.5,493546,10,87841,1360,1725
3000,2007,76.2,633223,8,217228,1699,1688
2120,1294,87.3,287957,12,176435,871,994
1823,1226,81.2,374486,7,116258,818,1035
3000,2001,81.3,457261,9,231569,1592,1435
2965,1718,82.8,177110,5,82920,1610,1552
3000,2117,70.6,98707,5,110318,1647,1560
1893,950,69.8,190020,10,206608,719,710
1746,1183,69.5,531335,10,199141,1123,999
1746,1107,86.4,133005,5,125623,896,890
3000,2159,70.4,216581,12,85854,1646,1908
2317,1545,71.4,323255,8,225164,1183,1348
3000,1691,82.3,136066,6,129897,1198,1202
2507,1174,76.0,218023,5,109250,944,902
3000,1831,75.0,736114,12,165311,1431,1495
3000,2164,74.3,93895,12,234290,1582,1750
1843,928,59.4,550471,10,82621,648,826
3000,1814,70.3,356774,10,209016,1348,1331
2253,1468,87.5,564307,8,175183,1178,1227
2515,2175,73.7,503858,5,149454,1452,1638
3000,2181,62.8,240919,8,205214,1518,1740
2423,1316,69.9,689991,12,244019,1230,1153
1412,885,80.9,434197,5,115111,719,762
3000,1998,80.7,672226,6,100138,1337,1622
3000,2016,75.6,372329,9,234754,1730,1600
1996,1110,72.5,788974,5,192067,742,956
2534,1942,66.8,634752,9,151648,1693,1552
3000,2041,80.9,775484,5,175320,1786,1746
2085,1226,84.7,450315,6,205482,1036,1081
1209,913,88.3,421058,12,210281,794,856
2797,1968,69.1,623927,11,235981,1331,1580
2120,1102,88.9,713810,10,149697,957,1080
2516,1543,77.5,774185,9,126347,1066,1285
1855,1387,78.2,313677,12,186941,1043,1174
3000,1786,85.1,655067,8,147752,1666,1477
2158,1144,73.7,231665,5,179055,916,829
3000,1613,60.7,472814,10,148498,1517,1400
2512,1600,83.6,209491,5,101774,1083,1240
2960,1824,80.8,330126,8,157150,1447,1581
3000,1970,75.1,750578,12,195911,1317,1768
3000,2110,83.0,185185,6,214875,1770,1673
3000,1876,84.6,535329,7,161332,1264,1607
2930,2127,65.9,506927,5,103917,1494,1778
3000,1892,78.2,166932,11,147570,1377,1581
1434,1160,59.8,314705,8,212601,1015,853
2710,2043,77.0,485347,7,147250,1428,1681
1992,1809,75.0,214769,5,196893,1635,1490
1718,1503,81.9,656449,9,163762,1036,1255
2988,1374,69.4,779953,12,117214,908,1164
2711,1984,74.6,234627,10,214326,1525,1487
3000,1912,55.0,214577,10,89737,1805,1526
3000,1487,82.5,407553,8,166856,1016,1213
2695,1580,77.3,618391,9,111556,1075,1357
1756,1384,78.7,282752,6,86736,1211,1050
2638,1388,66.1,94314,7,163013,1032,1132
3000,1982,81.2,469679,8,162423,1715,1634
2453,1288,91.2,768752,11,198708,914,1245
3000,1770,76.5,361719,5,205331,1395,1522
3000,2147,83.2,382497,10,202364,1566,1736
3000,1925,71.0,777609,5,146673,1512,1724
1908,1293,77.4,580117,7,185546,1139,1038
1483,818,65.7,597804,9,175965,719,685
1406,1196,84.3,485145,9,148773,962,929
3000,1800,79.3,781719,8,179512,1671,1598
2588,2102,68.2,575984,8,240768,1533,1715
2410,1650,71.6,724424,9,108756,1191,1423
3000,2188,78.5,583553,8,233510,1825,1650
3000,2154,85.4,609283,9,84355,1802,1596
3000,2167,89.8,289096,7,128968,1439,1608
2627,1621,76.9,298505,8,125425,1349,1325
2558,1254,67.1,643749,9,184614,956,1094
2246,1524,79.9,293629,8,97964,1332,1292
3000,1888,92.3,485194,5,229411,1685,1520
2273,1899,65.0,259534,12,219996,1549,1486
2951,1510,70.4,668228,10,189112,982,1229
1914,942,82.9,159561,5,155222,792,804
2231,1716,79.2,677202,6,238267,1501,1353
2560,1627,73.6,513965,9,220381,1179,1425
1800,1404,79.8,214575,6,162380,1108,1058
2073,1104,85.8,470265,9,197828,1037,1015
2592,1535,77.2,283399,12,174213,1135,1258
1961,1090,76.5,312896,10,177890,781,890
1186,901,82.7,333100,8,132921,643,682
2786,2090,75.8,125590,9,155865,1709,1822
1909,1666,87.1,789892,12,88671,1558,1531
2570,1767,94.2,102705,5,137536,1471,1416
3000,1773,70.9,556998,8,196770,1314,1472
3000,1641,68.0,347284,10,241813,1381,1260
3000,1761,81.0,545127,5,243536,1475,1503
2749,1741,67.7,336499,8,172252,1443,1356
3000,1826,67.6,565100,9,181159,1274,1497
1672,884,61.6,605050,9,107501,743,766
2393,1127,74.9,577198,5,196679,878,946
2714,1615,77.7,162053,7,87365,1059,1253
1735,1253,73.9,552963,9,124820,1017,1112
1654,1428,89.1,281591,12,191964,1352,1097
3000,2044,88.5,100737,7,129304,1543,1417
2438,1977,93.4,378678,8,83723,1858,1530
2098,1464,78.4,392151,7,220577,994,1176
1367,811,87.5,416365,5,129308,705,688
3000,1956,80.5,587473,6,86043,1338,1537
1942,1103,79.7,302368,6,88088,807,1079
2715,2116,74.3,307002,5,119058,1738,1639
2692,1774,59.9,123598,11,106153,1469,1351
3000,2123,83.1,574511,12,210503,1874,1659
3000,1582,87.2,488835,6,131295,1320,1204
1600,842,65.8,331586,5,215822,697,580
3000,1743,77.9,587736,9,105423,1610,1580
2214,1142,85.9,466898,7,161254,897,1022
3000,2149,75.1,417856,6,195406,1542,1695
1701,1297,87.5,448154,9,189098,906,986
2132,1163,76.9,538171,6,180198,896,940
3000,1690,73.8,555202,8,236844,1460,1515
2161,1226,88.0,288050,5,114992,813,951
2956,1804,70.5,181335,5,161401,1242,1284
1379,820,72.2,192777,12,229699,559,633
1770,1206,70.8,540361,9,88631,996,962
2370,1418,68.9,708469,11,84780,1025,1252
2390,1814,79.2,374837,8,115828,1270,1242
2254,1135,73.9,202055,7,185779,940,900
2530,1940,81.9,624754,12,120479,1704,1575
2324,1947,64.1,679392,8,108292,1460,1518
1893,1198,69.0,714019,11,155290,987,1056
2904,1592,78.4,516919,8,182380,1082,1217
2394,1514,89.8,699725,10,118498,1409,1330
1194,850,81.0,91099,7,127621,638,667
1925,1123,73.3,157210,12,182373,1066,919
2353,1588,66.1,146655,7,240504,1498,1245
1999,940,72.8,593075,8,193080,831,813
2684,1269,77.7,130099,12,212008,832,1064
2621,1586,59.1,437382,6,139192,1289,1161
3000,2157,68.3,420349,10,122645,1458,1863
3000,1763,72.1,303707,6,154497,1619,1272
2061,1807,75.9,706692,8,216248,1603,1525
1901,1172,77.6,202712,6,154852,1104,867
1901,1293,73.1,333773,7,223177,1076,900
3000,1550,82.0,637403,12,248035,1250,1305
2203,1979,79.0,101904,7,87605,1594,1471
1862,1090,75.0,564524,6,82947,835,967
3000,1967,83.2,667806,12,101178,1555,1874
1478,905,82.5,751233,7,142265,761,767
1754,1469,66.4,710934,5,97932,1366,1075
1738,801,77.7,309957,7,227366,664,592
2318,1388,85.1,502182,8,79051,1259,1209
2562,1443,86.5,135651,9,130264,1311,1200
1209,889,81.0,265666,6,107322,716,664
3000,2168,76.1,147840,10,238019,1635,1548
1806,1149,81.4,306935,11,192159,967,989
2466,2086,84.5,710135,6,234605,1635,1607
2645,2174,78.9,329960,11,245158,1466,1687
3000,1931,79.8,484567,11,161992,1474,1649
2539,1862,76.0,392034,7,116006,1766,1285
2245,1708,67.3,410420,7,108903,1135,1409
1586,958,76.6,778092,12,114011,823,939
3000,1758,72.6,293231,12,199004,1586,1426
1298,1111,72.6,531674,9,82078,938,891
3000,2064,89.5,382445,9,83988,1694,1698
1532,1244,85.6,124025,10,181425,1073,983
1251,1097,64.5,432318,8,187360,854,809
2028,1751,69.3,665607,5,191421,1186,1300
1685,835,75.1,151102,8,140079,784,641
2345,1907,72.9,130106,12,216040,1487,1480
2294,1995,80.5,190615,10,168384,1695,1450
3000,2199,68.1,630368,6,93456,1780,1619
3000,2185,85.7,601277,7,214492,1456,1767
1886,1358,77.6,486813,8,241787,1271,1008
2643,1690,75.3,417123,11,85506,1500,1435
1075,940,77.9,719595,7,143486,653,615
2687,1686,74.7,632022,7,160315,1592,1294
3000,1941,61.8,664598,8,100632,1691,1716
3000,2100,78.1,665549,8,226849,1663,1727
2235,1525,75.4,542756,11,124726,1271,1277
2956,2043,70.4,409771,12,212026,1393,1636
2251,1849,86.8,702568,11,192424,1513,1526
1985,1320,83.4,746725,9,179658,887,1206
1000,809,97.5,97140,12,108625,658,625
3000,1783,84.7,117120,10,113623,1455,1339
2546,1177,72.9,770295,10,83286,1074,1059
3000,1481,70.8,279556,11,117125,1285,1052
2837,1383,74.0,708826,5,135453,1002,1143
1675,951,72.7,359932,12,220800,872,751
2842,1519,78.9,165752,11,139119,1249,1193
2646,1872,65.7,137919,9,207059,1557,1363
3000,1977,83.2,192686,5,151902,1385,1565
2655,1658,78.7,259923,8,212352,1504,1401
3000,2116,82.3,431733,10,245848,1966,1781
1642,849,68.8,585078,10,116972,749,695
2063,1463,80.0,790207,5,225910,1364,1274
1928,1330,88.4,397885,6,183819,985,1125
3000,1883,71.1,453093,9,218026,1710,1553
2312,1990,70.9,455707,9,189028,1585,1679
3000,2025,83.7,468393,9,149191,1416,1430
3000,1656,70.2,452773,10,114913,1409,1355
1674,945,76.1,86318,7,87256,808,739
2916,1714,89.8,81242,10,168716,1262,1238
2463,1792,71.0,150320,7,248307,1180,1368
1538,1041,90.4,153121,10,204157,739,878
2811,1380,75.3,587526,12,132285,1063,1166
2549,1486,69.0,227540,8,219761,1041,1201
2136,1282,82.8,724194,10,209572,908,1174
2336,1931,78.9,748597,12,124286,1482,1779
2290,2049,78.1,782643,12,77504,1923,1869
3000,1472,71.9,756139,8,95678,1294,1360
2166,1430,78.8,275760,12,228529,1067,1116
2575,1460,61.5,447039,7,221399,1366,1123
1735,1461,79.8,206328,9,126662,1233,951
2970,1604,88.4,660471,7,124909,1262,1293
2589,1218,63.9,719671,5,213751,963,1081
3000,1787,74.7,692928,9,239104,1382,1456
2456,1983,71.0,392024,10,211349,1428,1607
2521,1449,65.9,626245,10,180976,1110,1220
3000,1768,61.6,150257,10,117467,1429,1457
2149,1389,68.6,108976,10,167006,1123,919
3000,1900,76.1,622330,10,115865,1669,1627
2372,1308,87.2,386256,7,216402,991,1097
2591,1240,65.8,796795,11,142718,1073,1018
3000,2077,80.4,150023,8,220897,1710,1706
2140,1720,79.8,696052,11,141782,1614,1335
2260,1569,91.4,425588,7,219226,1201,1370
2833,2143,82.6,675548,6,133331,1972,1547
2230,1062,83.0,668332,12,152023,952,884
3000,2197,83.6,739514,11,182710,1848,1877
2648,1436,70.6,294452,7,87300,1215,1145
2848,1990,73.4,763856,12,240936,1344,1517
1638,1258,86.9,189200,9,175381,1176,1056
3000,1798,61.6,139018,10,163869,1226,1434
3000,2103,72.5,390763,7,221894,1722,1855
2021,1499,67.4,676393,11,226508,1123,1295
1958,1101,79.9,420863,8,166396,858,860
2336,2041,74.6,677086,11,237271,1700,1590
2808,1925,83.0,605375,10,86329,1776,1582
2186,1353,77.1,230788,11,94815,1065,1226
1373,1087,65.6,763195,5,179438,1029,882
3000,1990,66.0,123762,6,136962,1647,1486
1889,1420,78.0,726761,9,156239,991,1293
2244,1805,71.8,299199,8,132414,1276,1288
1105,835,73.7,440107,6,145827,722,680
3000,1543,85.5,384093,7,218963,1026,1310
1806,1152,84.1,203721,6,178858,915,955
1502,872,92.4,337866,10,249535,606,763
1625,1447,75.5,218913,10,212704,1129,1112
2476,2176,72.9,226798,5,122892,1904,1478
3000,1893,81.3,214681,12,121260,1491,1469
2446,1224,73.5,432093,6,133782,856,1042
3000,1798,73.8,654511,11,222570,1305,1689
1801,1507,76.4,489658,6,79775,1146,1102
2301,1360,91.2,723109,10,115282,912,1107
3000,1627,83.6,538312,12,233361,1343,1267
2679,1755,84.5,576325,7,186982,1461,1392
2648,1316,90.9,560677,7,114698,880,1188
1530,1227,85.2,403611,9,113350,946,1074
2042,959,68.9,576324,11,225958,742,707
1826,948,85.1,130190,11,231408,711,708
3000,1575,86.1,699093,7,119823,1287,1249
3000,2053,83.2,640025,6,148589,1548,1617
1299,866,76.4,256566,5,221054,671,657
3000,1813,82.4,632983,7,209926,1612,1487
1656,1180,77.8,89103,11,217435,824,942
1256,857,70.2,236418,11,165720,716,588
3000,2082,72.2,126899,10,234521,1669,1541
2216,1141,83.6,641763,10,132042,846,1065
3000,1953,70.8,624229,9,102418,1696,1749
2022,1526,71.5,665818,12,199028,1244,1404
3000,1995,84.0,83227,9,169387,1582,1588
3000,1569,79.1,440888,6,224553,1334,1228
1653,1413,82.6,587482,7,89203,1259,1167
3000,2032,68.2,191889,7,222646,1914,1795
1627,1153,82.4,547849,9,126327,967,925
1313,915,72.7,140559,7,189600,835,776
3000,2087,69.9,210555,6,82023,1357,1324
2640,1461,74.0,422574,5,181677,1182,1208
2366,1252,88.9,550567,12,200523,894,1128
2361,1086,75.1,185026,10,139531,737,886
3000,2126,95.6,213361,6,112697,1721,1736
3000,1816,61.5,227201,7,169085,1587,1423
1752,1110,65.6,251865,6,220808,859,875
2071,1007,88.6,243119,10,131621,857,814
1840,1417,90.6,364507,8,119182,1129,1129
2667,1245,71.1,550729,11,123814,973,963
1969,1469,78.6,395383,10,241098,1083,1238
2089,1432,83.7,638701,11,137873,1095,1314
1650,854,76.2,597873,10,75631,645,799
2623,1711,79.2,171099,8,211794,1444,1260
3000,1835,78.1,115166,7,197373,1257,1251
2314,1456,66.1,712118,7,97499,987,1226
3000,1779,75.2,137478,12,247358,1509,1301
1775,1314,78.1,186804,5,181411,1069,1034
1206,1036,78.8,95936,10,162636,807,676
3000,2102,64.2,532402,6,141888,1462,1770
1860,1147,84.0,499307,5,232268,887,945
1832,1426,79.0,790571,7,117694,1265,1063
2872,1927,69.6,718591,7,125010,1767,1620
2201,1429,92.4,375807,12,96422,1230,1206
2409,2071,75.2,347542,12,207846,1383,1705
2026,1163,75.7,293733,12,179221,990,990
2322,1120,83.1,189733,9,181587,809,767
1375,1085,93.1,179420,5,113232,808,818
1666,948,83.4,175244,7,188954,672,743
3000,1907,84.6,162163,8,208955,1683,1470
1881,1205,70.0,253169,11,137630,1018,927
3000,1777,78.7,300801,9,215236,1481,1519
1948,1255,73.7,772337,6,136038,1067,941
2647,1599,83.6,496501,11,207674,1153,1322
2198,1984,84.4,791069,9,80903,1554,1669
3000,1812,91.1,348176,12,171454,1522,1509
2893,1583,60.7,409491,10,244667,1331,1186
1438,1259,73.0,313697,10,246718,1117,1117
2313,1537,88.4,211679,6,124307,1131,1284
2847,1308,66.8,183079,8,152245,1152,1160
2000,1280,84.4,760457,6,86021,1001,1131
1508,913,87.1,790504,5,227835,777,818
3000,1548,77.8,112335,11,174500,1218,1229
2191,1160,66.6,188249,6,142393,1084,978
1984,1140,77.0,384937,6,94735,802,944
3000,1569,89.7,214160,9,240684,1338,1265
3000,1560,90.3,341994,8,167788,1284,1437
2833,1768,79.7,172949,6,124512,1241,1250
2025,1248,70.2,408688,5,136288,836,933
2491,1634,91.9,275620,9,122372,1454,1558
3000,2003,84.6,333372,8,180317,1397,1678
3000,2019,70.7,147905,8,237744,1425,1268
1323,1110,80.7,388252,7,224921,1047,934
2174,1061,80.4,787945,10,155567,918,880
1962,1205,72.9,316760,11,219637,874,932
1107,942,80.8,711029,5,149043,779,895
1945,1141,86.8,687103,10,119154,924,1084
3000,2139,75.6,765482,9,247098,1932,2023
3000,1924,87.7,648879,9,128180,1672,1586
1381,1043,64.0,554910,5,131652,938,801
2590,1289,95.7,696741,8,248196,920,1154
1390,811,78.5,134464,12,98437,683,680
2392,2062,86.6,413238,6,208093,1365,1608
2950,1360,79.7,792264,5,238767,912,1297
1399,841,71.4,634112,9,164564,727,720
2097,1477,77.7,772694,10,75441,971,1372
2252,1393,62.7,641337,11,140635,1148,1097
3000,1981,83.5,709915,5,94525,1787,1618
2927,2039,79.6,588701,8,147833,1558,1710
1224,933,76.5,627561,11,213255,619,758
2347,1890,84.0,456688,11,151775,1633,1653
2613,1830,78.3,745451,11,150587,1700,1665
3000,1747,82.9,674028,7,172438,1511,1460
1412,872,85.7,687597,11,176796,718,785
1618,1198,73.6,564567,7,224852,861,1090
1766,1377,71.3,299298,6,128962,901,1124
2431,1658,64.2,105653,6,218792,1423,1274
1982,929,79.0,753672,11,174038,668,876
2556,1730,81.6,502007,8,127593,1570,1564
3000,2029,67.4,294663,10,126647,1603,1739
1740,1065,89.4,187377,6,138199,862,837
2065,1592,71.4,677257,7,183971,1395,1371
2188,1052,61.2,682295,8,115392,930,858
2604,1621,90.0,666446,11,236058,1366,1406
3000,2112,62.2,544460,8,175610,1967,1728
2101,963,85.7,343531,8,236003,910,725
1033,894,83.8,298931,5,83121,835,709
1969,1632,80.6,86159,10,134957,1464,1193
3000,1933,73.8,680197,11,78991,1666,1520
1600,1135,82.0,142952,10,122644,964,933
2112,1621,86.4,534144,6,225851,1104,1303
1186,1037,70.1,442934,12,81407,759,842
1326,1180,85.8,459216,10,151326,769,950
3000,1698,85.4,747233,9,95574,1174,1426
1600,1282,80.3,102763,7,147947,1002,977
2746,1701,73.7,636842,6,221799,1180,1282
3000,1848,85.5,117478,11,184037,1701,1461
3000,1940,82.1,107471,10,203932,1730,1710
1447,1281,69.9,389469,7,136093,860,912
3000,1716,75.1,125414,11,240270,1244,1470
1993,1793,84.6,648184,11,199121,1606,1698
3000,1763,78.9,461285,6,148815,1571,1360
2782,1336,86.7,100908,9,149631,1247,1091
2998,1902,75.3,109160,7,235770,1806,1324
3000,1996,70.0,521121,12,175871,1882,1498
2981,1835,95.5,660401,12,198616,1419,1635
1417,927,64.6,395216,12,147981,672,760
1850,891,74.0,479298,9,114146,782,713
2796,1342,80.2,655877,7,201623,993,1067
2417,1645,85.9,519564,5,181369,1467,1278
3000,1788,83.2,241827,11,162735,1449,1527
2641,1246,96.5,521397,5,184204,1107,1116
2566,1189,77.1,532361,7,111450,871,1027
2442,1471,71.0,608557,12,213939,1180,1208
1346,842,76.2,527029,7,240928,690,641
1481,1053,75.4,777854,9,230943,982,961
3000,1953,77.5,222048,11,131251,1426,1710
2367,1883,70.1,764785,10,146051,1753,1526
2541,1462,84.3,467604,11,216470,1303,1219
1786,1266,81.0,563808,8,179145,1100,951
1528,1086,67.9,151612,7,170885,962,843
2797,1810,85.7,354015,6,237162,1505,1639
3000,1577,71.5,633953,6,168804,1141,1380
1328,1144,68.5,588976,6,165114,809,1033
2502,1441,78.7,108900,5,82353,1311,1072
1406,1181,63.9,473548,10,87148,1025,854
1891,1489,82.7,143560,9,76299,1063,1264
3000,2076,55.3,797017,10,234818,1732,1730
3000,1879,69.8,726054,5,146468,1474,1461
1739,1256,90.6,95178,10,156998,876,1107
2581,1782,72.5,698228,10,222943,1443,1440
1055,882,73.9,741989,11,181618,648,693
2755,1922,88.2,334555,6,181663,1305,1594
2051,948,71.7,598041,7,126894,749,727
3000,2152,84.1,398315,6,220934,1780,1831
2906,1979,87.4,551767,10,104020,1314,1555
1709,989,81.8,325029,7,84301,762,807
3000,1682,66.4,312243,11,108531,1223,1367
1175,1062,73.2,385592,9,121854,700,847
3000,1903,98.0,184809,8,124404,1309,1416
2570,1199,74.1,678420,7,192340,829,1002
1876,1563,98.0,331062,5,113119,1102,1360
1799,1408,91.7,368108,6,193415,1255,1117
3000,2083,82.2,723719,11,90948,1629,1672
2679,1584,80.4,437569,11,100760,1099,1280
1004,900,74.3,471863,6,164044,612,649
3000,2182,77.3,768679,10,236332,1613,1621
